station,sample_date,sample_time,water_temperature,number_of_submerged_panels,reset_restart_comp,weather,stream_gauge,turbidity,battery_voltage,dissolved_oxygen,velocity_upstream,velocity_downstream,conductivity,solar_voltage,fyke_closed,fyke_open,downstream_livebox_installed,vaki,barrels,crew_initials,comments1,trap_closed,trap_open,trapping
NA,2023-04-05,06:00:00,NA,2,NA,nit,5.8,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-05,12:00:00,51.1,2,NA,clr,5.8,7.34,NA,11.45,NA,NA,81.4,n/a,11:55:00,12:00:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-05,18:30:00,53.1,0,NA,clr,5.8,7.26,NA,11.81,NA,NA,76.7,n/a,18:30:00,18:35:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-06,06:00:00,NA,2,NA,nit,5.8,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-06,20:00:00,49.3,0,NA,nit,5.76,4.47,NA,11.46,NA,NA,77.1,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-07,10:00:00,51.7,2,NA,ran,5.8,4.08,NA,11.05,NA,NA,79.7,n/a,10:00:00,10:10:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-07-07,19:00:00,53,2,NA,nit,5.85,5.1,NA,10.96,NA,NA,71.9,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-08,19:30:00,54.4,2,NA,nit,5.85,5.37,NA,11.39,NA,NA,69.8,n/a,19:40:00,19:45:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-09,07:45:00,51.2,0,NA,clr,5.8,3.7,NA,NA,NA,NA,76.2,n/a,07:45:00,07:49:00,no,no,yes,NA,NA,NA,NA,yes
NA,2022-12-14,04:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,03:55:00,04:05:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-14,08:00:00,46,0,08:21:00,clr,1.77,3.52,25.83,11.1,2.3,0.4,70.4,2,08:05:00,08:21:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-14,12:00:00,NA,0,NA,clr,1.77,NA,NA,NA,NA,NA,NA,n/a,11:54:00,11:58:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-14,16:00:00,49.4,0,NA,clr,1.78,4.59,27.46,11.82,2.3,0.2,73.2,2.1,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-14,20:00:00,NA,0,NA,nit,1.78,NA,NA,NA,NA,NA,NA,n/a,19:50:00,20:05:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-15,00:00:00,NA,0,NA,nit,1.76,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-15,04:00:00,NA,0,NA,nit,1.76,NA,24.93,NA,NA,NA,NA,0,04:00:00,04:20:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-15,08:15:00,46,0,09:15:00,fog,1.76,2.58,26.72,11.59,3.8,0.3,64.6,3.8,08:25:00,09:20:00,yes,yes,yes,NA,NA,NA,09:20:00,no
NA,2022-12-16,07:45:00,45.7,0,07:55:00,fog,1.72,2.31,25.26,11.3,2.7,0.3,81.1,0.5,07:48:00,07:57:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-17,08:00:00,45.3,0,08:35:00,fog,1.74,2.19,25.61,11.54,1.9,0.3,78,2,08:10:00,08:40:00,yes,yes,yes,NA,NA,08:10:00,NA,yes
NA,2022-12-17,12:00:00,NA,0,NA,clr,1.72,NA,29.79,NA,NA,NA,NA,7.1,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-17,16:00:00,47.5,0,NA,clr,1.74,1.86,27.09/13.47,12.59,1.3,0.4,79.3,1.9/1.1,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-17,20:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,20:05:00,20:06:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-18,00:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-18,04:00:00,NA,0,NA,nit,1.72,NA,25.23,NA,NA,NA,NA,0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-18,08:00:00,46.2,0,08:16:00,fog,1.72,2.1,25.22,11.49,2.5,0.3,77.8,0.3,08:10:00,08:17:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-18,12:00:00,NA,0,NA,cld,1.72,NA,25.74,NA,NA,NA,NA,0.6,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-18,16:00:00,47.4,0,NA,cld,1.74,1.64,25.32/12.69,12.29,1.2,0.2,88,0.6/0.6,NA,NA,yes,yes,yes,NA,pit tag reader ok,NA,NA,yes
NA,2022-12-18,20:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-19,00:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,00:00:00,no
NA,2022-12-19,08:45:00,46.7,0,08:45:00,cld,1.73,7.13,25.2,11.57,3.6,0.5,80.7,0.9,08:40:00,08:45:00,yes,yes,yes,NA,scanner plate visibility adjusted,NA,NA,yes
NA,2022-12-20,08:15:00,46.9,0,08:24:00,cld,1.71,2.09,24.98,11.34,2.5,0.3,76.4,1,08:19:00,08:24:00,yes,yes,yes,NA,NA,08:40:00,NA,yes
NA,2022-12-20,20:00:00,48.2,0,NA,nit,1.72,1.34,25.66/12.77,12.54,1.4,0.2,75.5,0.0/0.0,19:50:00,19:52:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-21,08:00:00,47.3,0,08:16:00,fog,1.71,1.53,25.38,11.39,2.7,0.4,78.8,0.4,08:00:00,08:17:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-21,19:45:00,48.1,0,NA,nit,1.71,1.46,25.24/12.54,12.21,2.6,0.4,72.2,0.0/0.0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-22,08:00:00,47.8,0,09:07:00,cld,1.72,1.41,25.03,11.14,2.4,0.5,74.4,0.6,08:00:00,09:14:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-22,19:30:00,48.8,0,NA,nit,1.72,NA,25.50/12.71,12.39,2.7,0.2,75.4,0.0/0.0,19:35:00,19:40:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-12-23,08:00:00,47.5,0,08:17:00,fog,1.72,1.33,25,11.35,2.5,0.4,76.2,0.5,08:13:00,08:17:00,yes,yes,yes,NA,NA,NA,08:17:00,yes
NA,2022-12-26,11:45:00,48.8,0,11:27:00,cld,1.72,1.99,26.41/13.11,12.67,3,0.3,80.8,4.1,11:20:00,11:28:00,yes,yes,yes,NA,NA,10:55:00,NA,yes
NA,2022-12-26,20:00:00,49.4,0,NA,nit,1.74,1.4,25.10/12.55,12.76,1.8,0.4,78.4,0.0/0.0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-27,08:00:00,49.8,0,07:54:00,ran,1.95,5.18,24.77,10.82,2.5,NA,77.6,0,07:44:00,07:54:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-27,17:30:00,NA,4,NA,ran,3.08,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-27,20:00:00,50.2,0,NA,nit,3.08,51.8,25.36/12.42,11.35,0.8,2.3,120.6,0.0/0.0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-28,08:30:00,49.3,NA,08:46:00,clr,4.1,54.7,26.26,10.79,1.4,NA,125.1,4.6,08:09:00,08:47:00,yes,yes,yes,NA,scanner visability diodes blacked out. photos camera #6. water flowing over top of weir panels.,NA,NA,yes
NA,2022-12-28,20:00:00,50.3,NA,NA,nit,3.4,37.4,25.66/12.76,10.68,0.8,NA,105.1,0.0/0.0,19:55:00,19:55:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-29,08:30:00,50.5,NA,08:35:00,ran,3.32,19.2,25.37,10.64,1.5,NA,104.3,0.2,08:29:00,08:35:00,no,yes,yes,NA,no passages recorded. 90% of scanner diodes black on arrival; returned to yellow before leaving. cleaned weir panels; now 100% above water.,NA,NA,yes
NA,2022-12-29,20:00:00,51.2,0,NA,nit,3.36,97.2,25.60/12.58,10.82,1,2.6,90,0.0/0.0,NA,NA,no,yes,yes,NA,cleaned weir at 23:30.,NA,NA,yes
NA,2022-12-30,08:30:00,51.7,0,08:55:00,cld,3.95,14.44,25.45,10.66,1.1,NA,104.6,1.4,08:20:00,09:00:00,no,yes,yes,NA,NA,NA,09:00:00,no
NA,2022-12-30,15:00:00,NA,NA,NA,ran,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,NA,removed the vaki system due to increase in flows,NA,NA,no
NA,2023-01-05,09:00:00,52,NA,09:30:00,ran,3.12,NA,25.67,9.82,NA,NA,202,1.5,NA,NA,no,yes,yes,NA,downloaded vaki; weir is still submerged due to high flows.,NA,NA,no
NA,2023-01-05,16:00:00,52.3,34,NA,ran,4.04,26.8,NA,10.26,3.8,4.4,140.2,n/a,NA,16:00:00,NA,yes,yes,NA,weir is cleaned and fishing as of 1600,NA,NA,no
NA,2023-01-06,12:30:00,52,NA,12:28:00,cld,3.9,33.8,28.33,9.92,1.5,NA,123.8,8.2/1.1,NA,NA,no,yes,yes,NA,NA,NA,NA,no
NA,2023-01-04,10:45:00,NA,NA,10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,NA,vaki installed and is recording.,NA,NA,no
NA,2023-01-07,10:45:00,51.3,2,10:55:00,cld,2.75,9.48,26.82/13.44,9.75,NA,NA,102.8,2.0/3.8,10:50:00,10:55:00,NA,NA,NA,NA,NA,NA,NA,no
NA,2023-01-08,12:00:00,52.8,1,13:15:00,cld,2.88,12,29.53/14.86,9.87,2.2,NA,160.9,5.7/8.7,NA,NA,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-01-24,22:00:00,48.9,0,NA,nit,2.3,9.41,12.74/12.82,10.78,1.2,NA,105.8,0,NA,NA,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-02,07:30:00,45.8,0,07:36:00,clr,1.8,4.17,25.24,11.22,1.3,NA,164.5,0.6,07:30:00,08:30:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-02-03,07:45:00,47.7,0,08:05:00,ran,1.84,5.15,25.14,10.99,1.3,NA,167.1,0.1,07:43:00,08:13:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-02-04,07:45:00,48.6,0,08:06:00,fog,1.8,5.51,25.21,10.82,1,NA,151,0.2,08:00:00,08:08:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-02-05,07:30:00,50,0,07:37:00,cld,1.8,6.23,25.41,10.65,1.4,NA,157.2,0.4,07:35:00,07:58:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-02-06,08:00:00,48.7,0,08:10:00,clr,1.82,7.19,12.63,10.8,1.7,NA,140.2,4.1,08:05:00,08:11:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-02-07,08:00:00,48.4,0,08:25:00,clr,1.82,4.95,12.61,11.09,1.5,NA,149.8,5.1,08:20:00,08:26:00,no,yes,yes,NA,no stacking survey due to high turbidity.,NA,NA,yes
NA,2023-02-08,08:15:00,47.8,0,08:14:00,fog,1.8,4.02,25.78,11.35,1.2,NA,147.3,2,08:12:00,08:30:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-09,07:45:00,48.4,2,08:44:00,clr,1.78,4.66,27.5/14.34,11.08,2.5,NA,153.2,6.5/6.4,08:41:00,08:45:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-10,08:00:00,49.2,0,08:07:00,clr,1.78,7.95,12.62/13.52,11.13,1.9,NA,159.8,3,08:02:00,08:08:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-11,07:30:00,48.9,0,07:39:00,clr,1.75,3.01,25.26/12.76,11.5,1.7,NA,15.7,.4/1.2,07:35:00,07:40:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-12,07:30:00,48.2,0,07:52:00,clr,NA,4.39,25.37/13.09,11.27,2.1,NA,155.6,0.5,07:46:00,07:52:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-02-13,08:00:00,48.9,2,07:55:00,clr,1.78,4.25,25.4,11.11,2.1,NA,152.7,1.6/1.3,07:50:00,08:05:00,no,yes,yes,NA,boat passage lights; d.s buoys missing. vaki lights not working; boat passage needs barrels; large holes in mesh. moved light,NA,NA,yes
NA,2023-04-06,12:30:00,51.7,2,NA,clr,5.8,5.3,NA,11.49,NA,NA,82.9,n/a,12:30:00,12:35:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-08,07:45:00,50.9,0,NA,clr,5.8,3.6,NA,11.23,NA,NA,75.1,n/a,07:45:00,07:49:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-09,19:45:00,54.7,2,NA,nit,5.74,6.59,NA,11.53,NA,NA,71.9,n/a,19:45:00,19:50:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-10,06:00:00,NA,0,NA,nit,5.8,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-10,22:00:00,NA,2,NA,nit,5.9,8.9,NA,NA,NA,NA,78.8,n/a,22:00:00,22:05:00,no,no,yes,NA,ysi had dead batteries,NA,NA,yes
NA,2023-04-10,14:30:00,54.1,0,NA,clr,5.8,NA,24,11.65,NA,NA,74.6,n/a,NA,NA,no,no,yes,NA,clean weir. checked south bank live box.,NA,NA,yes
NA,2023-04-11,06:15:00,53.1,2,NA,clr,5.84,12.17,NA,10.98,NA,NA,74.1,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-11,17:00:00,56.3,0,NA,clr,5.75,7.37,NA,11.34,NA,NA,64.3,n/a,17:10:00,17:15:00,no,no,yes,NA,added a barrel to raise boat passage. attached boat passage lights and green boat passage buoys,NA,NA,yes
NA,2023-04-12,14:30:00,NA,0,NA,clr,5.88,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-12,22:15:00,53.5,0,NA,nit,5.7,6.33,NA,11.6,NA,NA,71.7,n/a,22:15:00,22:20:00,no,no,yes,NA,backed up boat passage barrels with hose clamps,NA,NA,yes
NA,2023-04-13,06:00:00,NA,0,NA,nit,5.8,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-13,22:00:00,52.6,0,NA,nit,5.75,7.12,NA,11.65,NA,NA,76.6,n/a,22:00:00,22:05:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-14,14:30:00,NA,0,NA,clr,5.8,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-15,20:00:00,NA,1,NA,nit,5.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-16,08:00:00,52.1,0,NA,clr,5.68,6.79,NA,11,NA,NA,71.8,n/a,08:15:00,08:20:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-17,15:00:00,55.9,0,15:30:00,cld,3.2,8.88,27.22/13.64,11.56,NA,NA,68.6,1.7/0.3,NA,NA,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-04-18,08:30:00,54.3,0,09:53:00,clr,2.56,9.47,27.34/15.05,10.64,0.9,NA,68.9,7.1/3.3,08:43:00,09:55:00,no,yes,yes,NA,NA,NA,NA,yes
NA,2023-04-11,22:00:00,53.7,0,NA,nit,5.75,8.9,NA,11.55,NA,NA,65.3,n/a,22:10:00,22:15:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-12,06:15:00,51.8,0,NA,clr,5.8,6.11,NA,11.01,NA,NA,76.1,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-13,15:10:00,53.5,0,NA,clr,5.8,6.45,NA,11.86,NA,NA,74,n/a,15:10:00,15:15:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-14,10:00:00,51,0,NA,clr,5.8,7.52,NA,11.1,NA,NA,73.2,n/a,10:00:00,10:05:00,no,no,yes,NA,NA,NA,NA,no
NA,2023-04-19,09:00:00,52.9,0,09:15:00,clr,2.15,3.44,27.48,9.93,1.1,NA,77.6,8.3,09:00:00,09:05:00,no,yes,yes,NA,vaki connected but camera cannot connect; disconnected battery wire was reconnected but camera still would not connect. barrel reattached on north side.,NA,NA,yes
NA,2023-04-20,08:00:00,53.2,0,NA,clr,2.9,6.03,25.48,10.53,1.5,NA,79.9,0,08:00:00,08:30:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-20,19:00:00,52.3,0,NA,nit,5,3.65,NA,10.33,NA,NA,74,n/a,19:00:00,19:05:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-21,08:00:00,50.7,0,NA,cld,5.1,4.15,NA,10.99,NA,NA,74.4,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-21,19:30:00,54.5,0,NA,nit,5.15,8.13,NA,11.85,NA,NA,85.4,n/a,19:30:00,19:35:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-22,12:15:00,52.8,3,NA,clr,5.1,4.39,NA,10.71,NA,NA,53.5,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-22,20:00:00,55,0,NA,nit,5.2,10.18,NA,11.44,NA,NA,69,n/a,20:10:00,20:15:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-23,09:00:00,52.2,NA,NA,clr,5.2,3.91,NA,10.63,NA,NA,68,n/a,09:00:00,09:05:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-23,20:30:00,54.5,0,NA,nit,5.3,10.37,NA,11.58,NA,NA,75.7,n/a,20:35:00,20:40:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-24,08:00:00,52.7,0,NA,clr,5.2,3.65,NA,10.5,NA,NA,63.6,n/a,08:05:00,08:08:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-25,09:00:00,52,0,NA,clr,5.25,4.75,NA,10.63,NA,NA,73.5,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-26,09:00:00,52.4,0,NA,clr,5.26,6.71,NA,10.42,NA,NA,138,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-27,09:00:00,52.8,2,NA,clr,5.2,5.02,NA,10.62,NA,NA,138.3,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-28,08:30:00,52.9,0,NA,clr,5.24,4.99,NA,10.48,0.8,NA,62.7,n/a,08:40:00,08:50:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-29,08:15:00,53,0,NA,clr,5.2,4.22,NA,10.51,NA,NA,69.4,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-30,08:15:00,52.8,2,NA,clr,5.3,9.84,NA,10.51,NA,NA,66.9,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-05-01,09:30:00,51.6,4,NA,cld,5.2,3.32,NA,10.78,NA,NA,67.8,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-05-02,08:30:00,50.9,0,NA,ran,5.32,10.17,NA,10.69,NA,NA,66.3,n/a,NA,NA,no,no,yes,NA,NA,NA,NA,yes
NA,2023-05-03,09:45:00,51.1,0,NA,cld,2.9,2.17,NA,10.53,NA,NA,75.1,n/a,NA,NA,no,no,yes,NA,begin removing weir,NA,NA,yes
NA,2022-12-13,04:00:00,NA,0,NA,nit,1.88,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,back-up camera not connected,NA,NA,yes
NA,2022-12-13,08:00:00,48.1,0,09:48:00,cld,1.86,8.83,29.0/13.08,10.64,2.3,1.4,85.5,11.9/11.4,09:40:00,09:50:00,yes,yes,yes,NA,back-up camera not connected,NA,NA,yes
NA,2022-12-13,12:00:00,NA,0,NA,clr,1.84,NA,NA,NA,NA,NA,NA,n/a,12:05:00,12:20:00,yes,yes,yes,NA,back-up camera not connected,NA,NA,yes
NA,2022-12-13,16:00:00,49.7,0,NA,clr,1.82,8.31,28.65,11.13,2.3,0.2,84.1,4.8,15:43:00,16:13:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-13,20:00:00,NA,0,NA,nit,1.82,6.55,25.62,NA,NA,NA,NA,n/a,19:50:00,19:58:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-12-14,00:00:00,NA,0,NA,nit,1.8,5.3,25.47,NA,NA,NA,NA,n/a,23:50:00,00:02:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2023-04-14,20:00:00,54,0,NA,nit,5.7,7.83,NA,11.68,NA,NA,71.4,n/a,20:00:00,20:05:00,no,no,yes,NA,NA,NA,NA,yes
NA,2023-04-15,09:15:00,51.8,0,NA,clr,5.68,7.32,NA,11,NA,NA,71.8,n/a,09:15:00,09:20:00,no,no,yes,NA,NA,NA,NA,yes
